kortti,kunto,harvinaisuus,setti,hinta_eur,varastossa_kpl,myynnissa_kpl
Jigglypuff 41/095 - EX Team Magma vs Team Aqua,NM/M,Common,EX Team Magma vs Team Aqua,5.5,0,0
Jigglypuff 41/095 - EX Team Magma vs Team Aqua,PL,Common,EX Team Magma vs Team Aqua,1.9,1,1
Jigglypuff 41/095 Reverse Holo - EX Team Magma vs Team Aqua,NM/M,Common,EX Team Magma vs Team Aqua,36.95,0,0
Jigglypuff 44/105 - Neo Destiny,EX,Uncommon,Neo Destiny,27.7,2,2
Jigglypuff 44/105 - Neo Destiny,GD,Uncommon,Neo Destiny,20.3,2,2
Jigglypuff 44/105 - Neo Destiny,NM/M,Uncommon,Neo Destiny,36.95,0,0
Jigglypuff 44/105 1st Edition - Neo Destiny,NM/M,Uncommon,Neo Destiny,24.95,0,0
Jigglypuff 53/100 - EX Crystal Guardians,NM/M,Common,EX Crystal Guardians,1.5,1,1
Jigglypuff 53/100 Reverse Holo - EX Crystal Guardians,LP,Common,EX Crystal Guardians,8.8,1,1
Jigglypuff 53/100 Reverse Holo - EX Crystal Guardians,NM/M,Common,EX Crystal Guardians,21,0,0
Jigglypuff 54/064 - Jungle,GD,Common,Jungle,0.75,3,3
Jigglypuff 54/064 - Jungle,LP,Common,Jungle,0.5,2,2
Jigglypuff 54/064 - Jungle,NM/M,Common,Jungle,1.5,3,3
Jigglypuff 54/064 1st Edition - Jungle,GD,Common,Jungle,6.9,1,1
Jigglypuff 63/101 - EX Hidden Legends,EX,Common,EX Hidden Legends,4.1,2,2
Jigglypuff 63/101 - EX Hidden Legends,NM/M,Common,EX Hidden Legends,5.5,1,1
Jigglypuff 63/101 Reverse Holo - EX Hidden Legends,NM/M,Common,EX Hidden Legends,34.95,0,0
Jigglypuff 68/123 - HeartGold & SoulSilver,NM/M,Common,HeartGold & SoulSilver,1.5,0,0
Jigglypuff 68/123 Reverse Holo - HeartGold & SoulSilver,LP,Common,HeartGold & SoulSilver,4.3,1,1
Jigglypuff 68/123 Reverse Holo - HeartGold & SoulSilver,NM/M,Common,HeartGold & SoulSilver,24.5,0,0
Jigglypuff 68/144 - Skyridge,DMG,Common,Skyridge,4.5,1,1
Jigglypuff 68/144 - Skyridge,NM/M,Common,Skyridge,18,0,0
Jigglypuff 7/053 - Wizards Black Star Promos,NM/M,Promo,Wizards Black Star Promos,19,0,0
Jigglypuff 77/130 - Base Set 2,NM/M,Common,Base Set 2,1.5,0,0
Jigglypuff 8/012 - McDonald's Collection 2016,DMG,Promo,McDonald's Collection 2016,27,2,2
Jigglypuff 8/012 - McDonald's Collection 2016,PL,Promo,McDonald's Collection 2016,35.6,1,1
Jigglypuff Lv.23 72/106 Reverse Holo - Diamond & Pearl Great Encounters,EX,Common,Diamond & Pearl Great Encounters,22.45,1,1
Jirachi 098/142 Reverse Holo - Scarlet & Violet Stellar Crown,NM/M,Uncommon,Scarlet & Violet Stellar Crown,1.5,0,0
Jirachi 099/181 - Sun & Moon Team Up,NM/M,Holo Rare,Sun & Moon Team Up,7,0,0
Jirachi 099/181 - Sun & Moon Team Up,PL,Holo Rare,Sun & Moon Team Up,3.5,1,1
Jirachi 099/181 - Team Up,NM/M,Holo Rare,Team Up,2.5,0,0
Jirachi 1/095 - Unleashed,GD,Holo Rare,Unleashed,7.45,1,1
Jirachi 1/095 - Unleashed,LP,Holo Rare,Unleashed,6.5,1,1
Jirachi 1/095 - Unleashed,NM/M,Holo Rare,Unleashed,12,0,0
Jirachi 1/095 Reverse Holo - Unleashed,NM/M,Holo Rare,Unleashed,23,0,0
Jirachi 11/095 - Call of Legends,DMG,Holo Rare,Call of Legends,16.25,1,1
Jirachi 11/095 - Call of Legends,EX,Holo Rare,Call of Legends,48.7,1,1
Jirachi 11/095 - Call of Legends,NM/M,Holo Rare,Call of Legends,64.95,0,0
Jirachi 11/095 - Call of Legends,PL,Holo Rare,Call of Legends,22.75,1,1
Jirachi 11/095 Reverse Holo - Call of Legends,DMG,Holo Rare,Call of Legends,12,2,2
Jirachi 11/095 Reverse Holo - Call of Legends,EX,Holo Rare,Call of Legends,37.75,1,1
Jirachi 11/095 Reverse Holo - Call of Legends,NM/M,Holo Rare,Call of Legends,59.95,0,0
Jirachi 126/182 - Scarlet & Violet Paradox Rift,NM/M,Common,Scarlet & Violet Paradox Rift,1,0,0
Jirachi 126/182 Reverse Holo - Scarlet & Violet Paradox Rift,NM/M,Common,Scarlet & Violet Paradox Rift,1.25,0,0
Jirachi 161/248 - SM Black Star Promos,NM/M,Promo,SM Black Star Promos,49.95,0,0
Jirachi 42/108 - X&Y Roaring Skies,GD,Holo Rare,X&Y Roaring Skies,8.75,1,1
Jirachi 42/108 - X&Y Roaring Skies,NM/M,Holo Rare,X&Y Roaring Skies,12.5,0,0
Jirachi 42/108 Reverse Holo - X&Y Roaring Skies,EX,Holo Rare,X&Y Roaring Skies,17.2,1,1
Jirachi 42/108 Reverse Holo - X&Y Roaring Skies,NM/M,Rare,X&Y Roaring Skies,21.5,0,0
Jirachi 67/211 - XY Black Star Promos,NM/M,Promo,XY Black Star Promos,10.5,0,0
Jirachi 67/211 - XY Black Star Promos,PL,Promo,XY Black Star Promos,5.25,1,1
Jirachi 67a/211 - XY Black Star Promos,EX,Promo,XY Black Star Promos,279.95,1,1
Jirachi 67a/211 - XY Black Star Promos,NM/M,Promo,XY Black Star Promos,349.95,0,0
Jirachi 8/101 - EX Hidden Legends,DMG,Holo Rare,EX Hidden Legends,10,1,1
Jirachi 8/101 - EX Hidden Legends,EX,Holo Rare,EX Hidden Legends,29.95,1,1
Jirachi 8/101 - EX Hidden Legends,NM/M,Holo Rare,EX Hidden Legends,42.95,0,0
Jirachi 8/101 - EX Hidden Legends,PL,Holo Rare,EX Hidden Legends,14,1,1
Jirachi 9/107 - EX Deoxys,NM/M,Holo Rare,EX Deoxys,202.95,0,0
Jirachi 9/107 Reverse Holo - EX Deoxys,NM/M,Holo Rare,EX Deoxys,204.95,0,0
Jirachi 97/095 - EX Team Magma vs Team Aqua,NM/M,Secret Rare,EX Team Magma vs Team Aqua,141.95,0,0
Jirachi Amazing Rare 119/185 - Sword & Shield Vivid Voltage,DMG,Amazing Rare,Sword & Shield Vivid Voltage,5,1,1
Jirachi Amazing Rare 119/185 - Sword & Shield Vivid Voltage,EX,Amazing Rare,Sword & Shield Vivid Voltage,10,1,1
Jirachi Amazing Rare 119/185 - Sword & Shield Vivid Voltage,NM/M,Amazing Rare,Sword & Shield Vivid Voltage,12.5,4,4
Jirachi ex 102 Holofoil - 30th Celebration,NM/M,Double Rare,30th Celebration,3,0,0
Jirachi ex 155 Holofoil - 30th Celebration,NM/M,Special Illustration Rare,30th Celebration,63.95,0,0
Jirachi EX 60/101 - Black & White 10: Plasma Blast,EX,Ultra Rare,Black & White 10: Plasma Blast,25.75,1,1
Jirachi EX 60/101 - Black & White 10: Plasma Blast,NM/M,Ultra Rare,Black & White 10: Plasma Blast,42.95,0,0
Jirachi ex 94/100 - EX Crystal Guardians,NM/M,Ultra Rare,EX Crystal Guardians,210.95,0,0
Jirachi EX Full Art 98/101 - Black & White 10: Plasma Blast,NM/M,Ultra Rare,Black & White 10: Plasma Blast,179.95,0,0
Jirachi GX 79/236 - Sun & Moon Unified Minds,NM/M,Ultra Rare,Sun & Moon Unified Minds,9.5,0,0
Jirachi Lv.39 7/111 - Platinum Rising Rivals,DMG,Holo Rare,Platinum Rising Rivals,9.5,1,1
Jirachi Lv.39 7/111 - Platinum Rising Rivals,LP,Holo Rare,Platinum Rising Rivals,17.1,2,2
Jirachi Lv.39 7/111 - Platinum Rising Rivals,NM/M,Holo Rare,Platinum Rising Rivals,48.95,0,0
Jirachi Lv.42 31/146 - Diamond & Pearl Legends Awakened,GD,Rare,Diamond & Pearl Legends Awakened,10.7,2,2
Jirachi Lv.42 31/146 - Diamond & Pearl Legends Awakened,LP,Rare,Diamond & Pearl Legends Awakened,8.8,2,2
Jirachi Lv.42 31/146 - Diamond & Pearl Legends Awakened,NM/M,Rare,Diamond & Pearl Legends Awakened,19.5,0,0
Jirachi Lv.42 31/146 Reverse Holo - Diamond & Pearl Legends Awakened,DMG,Rare,Diamond & Pearl Legends Awakened,8.5,1,1
Jirachi Lv.42 31/146 Reverse Holo - Diamond & Pearl Legends Awakened,NM/M,Rare,Diamond & Pearl Legends Awakened,33.95,0,0
Jirachi Prism Star 97/168 - Sun & Moon Celestial Storm,DMG,Holo Rare,Sun & Moon Celestial Storm,7.2,1,1
Jirachi Prism Star 97/168 - Sun & Moon Celestial Storm,EX,Holo Rare,Sun & Moon Celestial Storm,14.4,1,1
Jirachi Prism Star 97/168 - Sun & Moon Celestial Storm,NM/M,Holo Rare,Sun & Moon Celestial Storm,18,0,0
Jirachi RC13/83 - Generations,NM/M,Uncommon,Generations,24.5,3,3
Jirachi RC13/83 - Generations,PL,Uncommon,Generations,12.25,2,2
Jirachi V 299/307 - SWSH Black Star Promos,NM/M,Promo,SWSH Black Star Promos,7,0,0
Jirachi V Full Art 170/189 - Sword & Shield Astral Radiance,NM/M,Ultra Rare,Sword & Shield Astral Radiance,13,0,0
Jirachi XY112 - X&Y Promos,GD,Ultra Rare,X&Y Promos,41.95,2,2
Jirachi XY112 - X&Y Promos,NM/M,Ultra Rare,X&Y Promos,59.95,0,0
Jirachi XY195 - XY Black Star Promos,DMG,Holo Rare,X&Y Promos,7,1,1
Jirachi XY195 - XY Black Star Promos,GD,Holo Rare,X&Y Promos,12.25,1,1
Jirachi XY195 - XY Black Star Promos,LP,Holo Rare,X&Y Promos,10.5,1,1
Jirachi XY195 - XY Black Star Promos,NM/M,Promo,XY Black Star Promos,17.5,0,0
Jolteon 029 - Scarlet & Violet Prismatic Evolutions,NM/M,Rare,Scarlet & Violet Prismatic Evolutions,2,0,0
Jolteon 029 Master Ball Reverse Holo - Scarlet & Violet Prismatic Evolutions: Additionals,NM/M,Rare,Scarlet & Violet Prismatic Evolutions: Additionals,41.95,0,0
Jolteon 029 Poke Ball Reverse Holo - Scarlet & Violet Prismatic Evolutions: Additionals,NM/M,Rare,Scarlet & Violet Prismatic Evolutions: Additionals,4,0,0
Jolteon 029 Reverse Holo - Scarlet & Violet Prismatic Evolutions,NM/M,Rare,Scarlet & Violet Prismatic Evolutions,2.5,0,0
Jolteon 047/185 - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,1.5,0,0
Jolteon 047/185 Reverse Holo - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,1.75,0,0
Jolteon 070/236 - Sun & Moon Cosmic Eclipse,NM/M,Uncommon,Sun & Moon Cosmic Eclipse,2.75,0,0
Jolteon 070/236 Reverse Holo - Sun & Moon Cosmic Eclipse,NM/M,Uncommon,Sun & Moon Cosmic Eclipse,11,0,0
Jolteon 094/307 - SWSH Black Star Promos,NM/M,Promo,SWSH Black Star Promos,11.5,0,0
Jolteon 13/144 - Skyridge,NM/M,Rare,Skyridge,62.95,0,0
Jolteon 135/165 - Scarlet & Violet 151,EX,Rare,Scarlet & Violet 151,2,1,1
Jolteon 135/165 - Scarlet & Violet 151,NM/M,Rare,Scarlet & Violet 151,2.5,2,2
Jolteon 135/165 Reverse Holo - Scarlet & Violet 151,NM/M,Rare,Scarlet & Violet 151,7,0,0
Jolteon 14/110 - Legendary Collection,DMG,Holo Rare,Legendary Collection,15.25,1,1
Jolteon 14/110 - Legendary Collection,LP,Holo Rare,Legendary Collection,27.45,1,1
Jolteon 14/110 - Legendary Collection,NM/M,Holo Rare,Legendary Collection,60.95,0,0
Jolteon 14/110 Reverse Holo - Legendary Collection,NM/M,Holo Rare,Legendary Collection,279.95,0,0
Jolteon 169 - SV Black Star Promos,EX,Promo,SV Black Star Promos,1.8,1,1
Jolteon 169 - SV Black Star Promos,NM/M,Promo,SV Black Star Promos,2.25,5,5
Jolteon 20/064 - Jungle,DMG,Rare,Jungle,4.65,4,4
Jolteon 20/064 - Jungle,EX,Rare,Jungle,21.65,2,2
Jolteon 20/064 - Jungle,LP,Rare,Jungle,11.75,3,3
Jolteon 20/064 - Jungle,NM/M,Rare,Jungle,30.95,0,0
Jolteon 20/064 - Jungle,PL,Rare,Jungle,6.2,16,16
Jolteon 23/68 - Sun & Moon Hidden Fates,NM/M,Rare,Sun & Moon Hidden Fates,2,0,0
Jolteon 23/68 Reverse Holo - Sun & Moon Hidden Fates,NM/M,Rare,Sun & Moon Hidden Fates,2.75,0,0
Jolteon 26/98 - X&Y Ancient Origins,NM/M,Holo Rare,X&Y Ancient Origins,5.5,0,0
Jolteon 26/98 Reverse Holo - X&Y Ancient Origins,NM/M,Holo Rare,X&Y Ancient Origins,9.5,0,0
Jolteon 28/090 - Undaunted,LP,Uncommon,Undaunted,5.95,2,2
Jolteon 28/090 - Undaunted,NM/M,Uncommon,Undaunted,11,1,1
Jolteon 3/017 - POP Series 3,EX,Rare,POP Series 3,41.95,1,1
Jolteon 3/017 - POP Series 3,NM/M,Rare,POP Series 3,55.95,0,0
Jolteon 34/116 - Black & White 9: Plasma Freeze,DMG,Uncommon,Black & White 9: Plasma Freeze,1.05,3,3
Jolteon 34/116 - Black & White 9: Plasma Freeze,EX,Uncommon,Black & White 9: Plasma Freeze,2.8,3,3
Jolteon 34/116 - Black & White 9: Plasma Freeze,GD,Uncommon,Black & White 9: Plasma Freeze,2.45,7,7
Jolteon 34/116 - Black & White 9: Plasma Freeze,LP,Uncommon,Black & White 9: Plasma Freeze,1.9,5,5
Jolteon 34/116 - Black & White 9: Plasma Freeze,NM/M,Uncommon,Black & White 9: Plasma Freeze,3.5,0,0
Jolteon 34/116 Reverse Holo - Black & White 9: Plasma Freeze,DMG,Uncommon,Black & White 9: Plasma Freeze,8.75,1,1
Jolteon 34/116 Reverse Holo - Black & White 9: Plasma Freeze,NM/M,Uncommon,Black & White 9: Plasma Freeze,34.95,0,0
Jolteon 34/116 Reverse Holo - Black & White 9: Plasma Freeze,PL,Uncommon,Black & White 9: Plasma Freeze,11.55,2,2
Jolteon 37/108 - Black & White 5: Dark Explorers,DMG,Uncommon,Black & White 5: Dark Explorers,3.6,1,1
Jolteon 37/108 - Black & White 5: Dark Explorers,GD,Uncommon,Black & White 5: Dark Explorers,8.4,4,4
Jolteon 37/108 - Black & White 5: Dark Explorers,NM/M,Uncommon,Black & White 5: Dark Explorers,12,0,0
Jolteon 37/108 Reverse Holo - Black & White 5: Dark Explorers,GD,Uncommon,Black & White 5: Dark Explorers,22.35,1,1
Jolteon 4/064 - Jungle,DMG,Holo Rare,Jungle,19.35,1,1
Jolteon 4/064 - Jungle,GD,Holo Rare,Jungle,43.3,2,2
Jolteon 4/064 - Jungle,LP,Holo Rare,Jungle,34.2,7,7
Jolteon 4/064 - Jungle,NM/M,Holo Rare,Jungle,113.95,0,0
Jolteon 45/095 - Call of Legends,GD,Uncommon,Call of Legends,6.5,2,2
Jolteon 45/095 - Call of Legends,NM/M,Uncommon,Call of Legends,10.5,0,0
Jolteon 45/095 - Call of Legends,PL,Uncommon,Call of Legends,4.85,1,1
Jolteon 45/095 Reverse Holo - Call of Legends,EX,Uncommon,Call of Legends,48.7,1,1
Jolteon 45/095 Reverse Holo - Call of Legends,NM/M,Uncommon,Call of Legends,64.95,0,0
Jolteon 6/100 - EX Sandstorm,NM/M,Holo Rare,EX Sandstorm,113.95,0,0
Jolteon 6/100 Reverse Holo - EX Sandstorm,LP,Holo Rare,EX Sandstorm,85.1,1,1
Jolteon 6/100 Reverse Holo - EX Sandstorm,NM/M,Holo Rare,EX Sandstorm,229.95,0,0
Jolteon 8/115 - EX Unseen Forces,NM/M,Holo Rare,EX Unseen Forces,80.95,0,0
Jolteon 8/115 Reverse Holo - EX Unseen Forces,NM/M,Holo Rare,EX Unseen Forces,60.95,0,0
Jolteon BW91 - Black & White Promos,EX,Holo Rare,Black & White Promos,84.7,1,1
Jolteon BW91 - Black & White Promos,NM/M,Holo Rare,Black & White Promos,112.95,1,1
Jolteon ex 030 - Scarlet & Violet Prismatic Evolutions,NM/M,Double Rare,Scarlet & Violet Prismatic Evolutions,9,0,0
Jolteon ex 030 - Scarlet & Violet Prismatic Evolutions: Additionals,NM/M,Promo,Scarlet & Violet Prismatic Evolutions: Additionals,11,0,0
Jolteon ex 109/113 - EX Delta Species,NM/M,Ultra Rare,EX Delta Species,316.95,0,0
Jolteon ex 153 - Scarlet & Violet Prismatic Evolutions,NM/M,Special Illustration Rare,Scarlet & Violet Prismatic Evolutions,169.95,0,0
Jolteon EX 28/083 - Generations,EX,Ultra Rare,Generations,31.95,2,2
Jolteon EX 28/083 - Generations,NM/M,Ultra Rare,Generations,39.95,0,0
Jolteon EX 28a/083 - Generations,NM/M,Promo,Generations,55.95,0,0
Jolteon Gold Star 101/108 - EX Power Keepers,NM/M,Secret Rare,EX Power Keepers,,0,0
Jolteon Gold Star PK 101 - WCD 2008,GD,World Championship Deck,WCD 2008,179.95,1,1
Jolteon Gold Star PK 101 - WCD 2008,NM/M,World Championship Deck,WCD 2008,299.95,0,0
Jolteon GX SM173 - Sun & Moon Promos,DMG,Ultra Rare,Sun & Moon Promos,5.8,2,2
Jolteon GX SM173 - Sun & Moon Promos,GD,Ultra Rare,Sun & Moon Promos,10.15,1,1
Jolteon GX SM173 - Sun & Moon Promos,NM/M,Ultra Rare,Sun & Moon Promos,14.5,0,0
Jolteon Lv.39 23/100 - Diamond & Pearl Majestic Dawn,DMG,Rare,Diamond & Pearl Majestic Dawn,2.1,2,2
Jolteon Lv.39 23/100 - Diamond & Pearl Majestic Dawn,EX,Rare,Diamond & Pearl Majestic Dawn,6.4,1,1
Jolteon Lv.39 23/100 - Diamond & Pearl Majestic Dawn,NM/M,Rare,Diamond & Pearl Majestic Dawn,8.5,0,0
Jolteon Lv.39 23/100 Reverse Holo - Diamond & Pearl Majestic Dawn,LP,Rare,Diamond & Pearl Majestic Dawn,13.95,1,1
Jolteon Lv.39 23/100 Reverse Holo - Diamond & Pearl Majestic Dawn,NM/M,Rare,Diamond & Pearl Majestic Dawn,44.95,0,0
Jolteon Lv.39 23/100 Reverse Holo - Diamond & Pearl Majestic Dawn,PL,Rare,Diamond & Pearl Majestic Dawn,10.85,1,1
Jolteon Lv.43 26/111 - Platinum Rising Rivals,EX,Rare,Platinum Rising Rivals,13.5,2,2
Jolteon Lv.43 26/111 - Platinum Rising Rivals,LP,Rare,Platinum Rising Rivals,8.1,1,1
Jolteon Lv.43 26/111 - Platinum Rising Rivals,NM/M,Rare,Platinum Rising Rivals,18,0,0
Jolteon Lv.43 26/111 - Platinum Rising Rivals,PL,Rare,Platinum Rising Rivals,6.3,1,1
Jolteon TG04/TG30 - Sword & Shield Brilliant Stars,NM/M,Holo Rare,Sword & Shield Brilliant Stars,35.95,0,0
Jolteon V 183/307 - SWSH Black Star Promos,NM/M,Promo,SWSH Black Star Promos,74.95,0,0
Jolteon V Full Art 177/203 - Sword & Shield Evolving Skies,NM/M,Ultra Rare,Sword & Shield Evolving Skies,35.95,0,0
Jolteon V SWSH151 - Sword & Shield Promos,DMG,Ultra Rare,Sword & Shield Promos,4.6,2,2
Jolteon V SWSH151 - Sword & Shield Promos,NM/M,Ultra Rare,Sword & Shield Promos,11.5,0,0
Jolteon VMAX 184/307 - SWSH Black Star Promos,NM/M,Promo,SWSH Black Star Promos,85.95,0,0
Jolteon VMAX 51/203 - Sword & Shield Evolving Skies,NM/M,Ultra Rare,Sword & Shield Evolving Skies,14.5,0,0
Jolteon δ Delta Species 7/113 - EX Delta Species,DMG,Holo Rare,EX Delta Species,34.75,1,1
Jolteon δ Delta Species 7/113 - EX Delta Species,NM/M,Holo Rare,EX Delta Species,138.95,0,0
Joltik 033/086 Master Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Common,Scarlet & Violet White Flare: Additionals,11,0,0
Joltik 033/086 Poke Ball Reverse Holo - Scarlet & Violet White Flare: Additionals,NM/M,Common,Scarlet & Violet White Flare: Additionals,1.5,0,0
Joltik 044/114 Reverse Holo - Black & White 1 (Base Set),PL,Common,Black & White 1 (Base Set),4.5,1,1
Joltik 116/086 - Scarlet & Violet White Flare,NM/M,Illustration Rare,Scarlet & Violet White Flare,43.95,0,0
Joltik 150/142 - Scarlet & Violet Stellar Crown,NM/M,Illustration Rare,Scarlet & Violet Stellar Crown,13,0,0
Joltik 196/182 - Scarlet & Violet Paradox Rift,NM/M,Illustration Rare,Scarlet & Violet Paradox Rift,30.95,0,0
Jubilife Village 148/189 - Sword & Shield Astral Radiance,NM/M,Uncommon,Sword & Shield Astral Radiance,0.5,11,11
Jubilife Village 148/189 Reverse Holo - Sword & Shield Astral Radiance,NM/M,Uncommon,Sword & Shield Astral Radiance,0.5,0,0
Jubilife Village Secret Rare 212/189 - Sword & Shield Astral Radiance,DMG,Secret Rare,Sword & Shield Astral Radiance,3.2,1,1
Jubilife Village Secret Rare 212/189 - Sword & Shield Astral Radiance,NM/M,Secret Rare,Sword & Shield Astral Radiance,8,1,1
Judge 076 - Perfect Order,NM/M,Uncommon,Perfect Order,0.5,0,0
Judge 076 Reverse Holo - Perfect Order,NM/M,Uncommon,Perfect Order,1,0,0
Judge 108/131 - Sun & Moon Forbidden Light,NM/M,Uncommon,Sun & Moon Forbidden Light,1,0,0
Judge 108/131 Reverse Holo - Sun & Moon Forbidden Light,NM/M,Uncommon,Sun & Moon Forbidden Light,4.75,0,0
Judge 143/162 - X&Y BREAKthrough,NM/M,Uncommon,X&Y BREAKthrough,1.75,0,0
Judge 143/162 Reverse Holo - X&Y BREAKthrough,EX,Uncommon,X&Y BREAKthrough,3,1,1
Judge 143/162 Reverse Holo - X&Y BREAKthrough,NM/M,Uncommon,X&Y BREAKthrough,3.75,0,0
Judge 167/182 - Scarlet & Violet Destined Rivals,NM/M,Uncommon,Scarlet & Violet Destined Rivals,1.5,0,0
Judge 167/182 Reverse Holo - Scarlet & Violet Destined Rivals,NM/M,Uncommon,Scarlet & Violet Destined Rivals,2.5,0,0
Judge 176/198 - Scarlet & Violet,NM/M,Uncommon,Scarlet & Violet,1.5,0,0
Judge 176/198 Reverse Holo - Scarlet & Violet,NM/M,Uncommon,Scarlet & Violet,1.75,0,0
Judge 222/182 - Scarlet & Violet Destined Rivals,EX,Ultra Rare,Scarlet & Violet Destined Rivals,4.95,1,1
Judge 222/182 - Scarlet & Violet Destined Rivals,NM/M,Ultra Rare,Scarlet & Violet Destined Rivals,5.5,2,2
Judge 228/091 - Scarlet & Violet Paldean Fates,EX,Ultra Rare,Scarlet & Violet Paldean Fates,4,2,2
Judge 228/091 - Scarlet & Violet Paldean Fates,NM/M,Ultra Rare,Scarlet & Violet Paldean Fates,5,10,10
Judge 235/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,1,2,2
Judge 78/095 - Unleashed,GD,Uncommon,Unleashed,6.2,3,3
Judge 78/095 - Unleashed,LP,Uncommon,Unleashed,5.4,5,5
Judge 78/095 - Unleashed,NM/M,Uncommon,Unleashed,10,0,0
Judge 78/095 Reverse Holo - Unleashed,EX,Uncommon,Unleashed,14.95,1,1
Judge 78/095 Reverse Holo - Unleashed,NM/M,Uncommon,Unleashed,19.95,0,0
Judge Full Art 209/214 - Sun & Moon Lost Thunder,NM/M,Ultra Rare,Sun & Moon Lost Thunder,45.95,0,0
Judge Full Art TG25/TG30 - Sword & Shield Silver Tempest,GD,Ultra Rare,Sword & Shield Silver Tempest,7.7,1,1
Judge Full Art TG25/TG30 - Sword & Shield Silver Tempest,NM/M,Ultra Rare,Sword & Shield Silver Tempest,11,6,6
Judge Reverse Holo 235/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,1.25,0,0
Judge Whistle 146/181 - Sun & Moon Team Up,NM/M,Uncommon,Sun & Moon Team Up,0.5,1,1
Judge Whistle 146/181 Reverse Holo - Sun & Moon Team Up,NM/M,Uncommon,Sun & Moon Team Up,1.5,1,1
Judge Whistle Secret Rare 194/181 - Sun & Moon Team Up,NM/M,Secret Rare,Sun & Moon Team Up,11.5,1,1
Juggler 126/147 - Aquapolis,EX,Uncommon,Aquapolis,2.8,1,1
Juggler 126/147 - Aquapolis,GD,Uncommon,Aquapolis,2.05,1,1
Juggler 126/147 - Aquapolis,NM/M,Uncommon,Aquapolis,3.75,3,3
Juggler 126/147 Reverse Holo - Aquapolis,DMG,Uncommon,Aquapolis,3,1,1
Juggler 126/147 Reverse Holo - Aquapolis,LP,Uncommon,Aquapolis,4.2,1,1
Juggler 126/147 Reverse Holo - Aquapolis,NM/M,Uncommon,Aquapolis,12,0,0
Jumbo Ice Cream 091 - Phantasmal Flames,NM/M,Uncommon,Phantasmal Flames,0.5,0,0
Jumbo Ice Cream 091 Reverse Holo - Phantasmal Flames,NM/M,Uncommon,Phantasmal Flames,1.5,0,0
Jumbo Ice Cream 109 - Chaos Rising,NM/M,Ultra Rare,Chaos Rising,8,1,1
Jumpluff  003/193 - Scarlet & Violet Paldea Evolved,NM/M,Rare,Scarlet & Violet Paldea Evolved,1,18,18
Jumpluff 003/124 - Black & White 6: Dragons Exalted,NM/M,Rare,Black & White 6: Dragons Exalted,2.75,0,0
Jumpluff 003/193 Reverse Holo - Scarlet & Violet Paldea Evolved,NM/M,Rare,Scarlet & Violet Paldea Evolved,1,0,0
Jumpluff 005/114 Reverse Holo - X&Y Steam Siege,NM/M,Rare,X&Y Steam Siege,2.75,0,0
Jumpluff 014/214 - Sun & Moon Lost Thunder,NM/M,Promo,Sun & Moon Lost Thunder,0.75,4,4
Jumpluff 098/091 - Scarlet & Violet Paldean Fates,NM/M,Shiny Rare,Scarlet & Violet Paldean Fates,8.5,0,0
Jumpluff 11/109 - EX Team Rocket Returns,EX,Holo Rare,EX Team Rocket Returns,25.45,4,4
Jumpluff 11/109 - EX Team Rocket Returns,LP,Holo Rare,EX Team Rocket Returns,14.25,2,2
Jumpluff 11/109 - EX Team Rocket Returns,NM/M,Holo Rare,EX Team Rocket Returns,33.95,0,0
Jumpluff 11/109 - EX Team Rocket Returns,PL,Holo Rare,EX Team Rocket Returns,11.9,1,1
Jumpluff 11/109 Reverse Holo - EX Team Rocket Returns,DMG,Holo Rare,EX Team Rocket Returns,11.5,2,2
Jumpluff 11/109 Reverse Holo - EX Team Rocket Returns,GD,Holo Rare,EX Team Rocket Returns,20.85,1,1
Jumpluff 11/109 Reverse Holo - EX Team Rocket Returns,NM/M,Holo Rare,EX Team Rocket Returns,45.95,0,0
Jumpluff 11/109 Reverse Holo - EX Team Rocket Returns,PL,Holo Rare,EX Team Rocket Returns,14.05,1,1
Jumpluff 14/214 - Sun & Moon Lost Thunder,NM/M,Holo Rare,Sun & Moon Lost Thunder,2.25,0,0
Jumpluff 14/214 Reverse Holo - Sun & Moon Lost Thunder,EX,Rare,Sun & Moon Lost Thunder,1.9,3,3
Jumpluff 14/214 Reverse Holo - Sun & Moon Lost Thunder,NM/M,Holo Rare,Sun & Moon Lost Thunder,3,0,0
Jumpluff 17/147 - Aquapolis,DMG,Rare,Aquapolis,7.5,1,1
Jumpluff 17/147 - Aquapolis,NM/M,Rare,Aquapolis,29.95,0,0
